url,price,title,sqft_m2,rooms,bathrooms,floor,elevator,ac,terrace,furnished,heating,exterior,parking,storage,location,description,image_urls,num_images,zone,price_per_m2,floor_num
https://www.idealista.com/inmueble/900000010/,2413.0,Sample listing #11,90,3.0,2.0,planta 1ª,True,False,False,False,True,False,True,True,"Almagro, Madrid","Piso reformado y luminoso en el centro de Madrid. Cocina equipada, salón amplio, dormitorio con armario empotrado.","[""https://example.invalid/sample/10/0.jpg"", ""https://example.invalid/sample/10/1.jpg"", ""https://example.invalid/sample/10/2.jpg"", ""https://example.invalid/sample/10/3.jpg"", ""https://example.invalid/sample/10/4.jpg"", ""https://example.invalid/sample/10/5.jpg"", ""https://example.invalid/sample/10/6.jpg"", ""https://example.invalid/sample/10/7.jpg"", ""https://example.invalid/sample/10/8.jpg"", ""https://example.invalid/sample/10/9.jpg"", ""https://example.invalid/sample/10/10.jpg"", ""https://example.invalid/sample/10/11.jpg"", ""https://example.invalid/sample/10/12.jpg"", ""https://example.invalid/sample/10/13.jpg"", ""https://example.invalid/sample/10/14.jpg"", ""https://example.invalid/sample/10/15.jpg"", ""https://example.invalid/sample/10/16.jpg"", ""https://example.invalid/sample/10/17.jpg"", ""https://example.invalid/sample/10/18.jpg"", ""https://example.invalid/sample/10/19.jpg""]",20,Chamberí,26.81,1
https://www.idealista.com/inmueble/900000011/,1267.0,Sample listing #12,56,2.0,1.0,planta 7ª,True,True,False,True,True,True,False,False,"Sanchinarro, Madrid","Piso reformado y luminoso en el centro de Madrid. Cocina equipada, salón amplio, dormitorio con armario empotrado.","[""https://example.invalid/sample/11/0.jpg"", ""https://example.invalid/sample/11/1.jpg"", ""https://example.invalid/sample/11/2.jpg"", ""https://example.invalid/sample/11/3.jpg"", ""https://example.invalid/sample/11/4.jpg"", ""https://example.invalid/sample/11/5.jpg"", ""https://example.invalid/sample/11/6.jpg"", ""https://example.invalid/sample/11/7.jpg"", ""https://example.invalid/sample/11/8.jpg"", ""https://example.invalid/sample/11/9.jpg"", ""https://example.invalid/sample/11/10.jpg"", ""https://example.invalid/sample/11/11.jpg"", ""https://example.invalid/sample/11/12.jpg"", ""https://example.invalid/sample/11/13.jpg"", ""https://example.invalid/sample/11/14.jpg"", ""https://example.invalid/sample/11/15.jpg"", ""https://example.invalid/sample/11/16.jpg"", ""https://example.invalid/sample/11/17.jpg"", ""https://example.invalid/sample/11/18.jpg"", ""https://example.invalid/sample/11/19.jpg"", ""https://example.invalid/sample/11/20.jpg"", ""https://example.invalid/sample/11/21.jpg"", ""https://example.invalid/sample/11/22.jpg"", ""https://example.invalid/sample/11/23.jpg""]",24,Periferia Norte,22.62,7
https://www.idealista.com/inmueble/900000012/,2020.0,Sample listing #13,80,3.0,3.0,planta 5ª,True,True,False,True,False,True,True,False,"Acacias, Madrid","Dúplex luminoso con tres dormitorios, dos baños y aseo de cortesía. Zona tranquila y bien comunicada.","[""https://example.invalid/sample/12/0.jpg"", ""https://example.invalid/sample/12/1.jpg"", ""https://example.invalid/sample/12/2.jpg"", ""https://example.invalid/sample/12/3.jpg"", ""https://example.invalid/sample/12/4.jpg"", ""https://example.invalid/sample/12/5.jpg"", ""https://example.invalid/sample/12/6.jpg"", ""https://example.invalid/sample/12/7.jpg"", ""https://example.invalid/sample/12/8.jpg"", ""https://example.invalid/sample/12/9.jpg"", ""https://example.invalid/sample/12/10.jpg""]",11,Arganzuela,25.25,5
https://www.idealista.com/inmueble/900000013/,2925.0,Sample listing #14,136,4.0,2.0,planta 5ª,True,True,True,True,True,True,True,False,"Vallecas, Madrid","Dúplex luminoso con tres dormitorios, dos baños y aseo de cortesía. Zona tranquila y bien comunicada.","[""https://example.invalid/sample/13/0.jpg"", ""https://example.invalid/sample/13/1.jpg"", ""https://example.invalid/sample/13/2.jpg"", ""https://example.invalid/sample/13/3.jpg"", ""https://example.invalid/sample/13/4.jpg"", ""https://example.invalid/sample/13/5.jpg"", ""https://example.invalid/sample/13/6.jpg"", ""https://example.invalid/sample/13/7.jpg"", ""https://example.invalid/sample/13/8.jpg"", ""https://example.invalid/sample/13/9.jpg"", ""https://example.invalid/sample/13/10.jpg"", ""https://example.invalid/sample/13/11.jpg"", ""https://example.invalid/sample/13/12.jpg"", ""https://example.invalid/sample/13/13.jpg"", ""https://example.invalid/sample/13/14.jpg"", ""https://example.invalid/sample/13/15.jpg"", ""https://example.invalid/sample/13/16.jpg"", ""https://example.invalid/sample/13/17.jpg"", ""https://example.invalid/sample/13/18.jpg"", ""https://example.invalid/sample/13/19.jpg"", ""https://example.invalid/sample/13/20.jpg"", ""https://example.invalid/sample/13/21.jpg"", ""https://example.invalid/sample/13/22.jpg""]",23,Sur-Sureste,21.51,5
https://www.idealista.com/inmueble/900000014/,1305.0,Sample listing #15,54,2.0,2.0,planta 4ª,True,False,False,True,True,True,False,True,"Acacias, Madrid","Dúplex luminoso con tres dormitorios, dos baños y aseo de cortesía. Zona tranquila y bien comunicada.","[""https://example.invalid/sample/14/0.jpg"", ""https://example.invalid/sample/14/1.jpg"", ""https://example.invalid/sample/14/2.jpg"", ""https://example.invalid/sample/14/3.jpg"", ""https://example.invalid/sample/14/4.jpg"", ""https://example.invalid/sample/14/5.jpg"", ""https://example.invalid/sample/14/6.jpg"", ""https://example.invalid/sample/14/7.jpg"", ""https://example.invalid/sample/14/8.jpg"", ""https://example.invalid/sample/14/9.jpg"", ""https://example.invalid/sample/14/10.jpg"", ""https://example.invalid/sample/14/11.jpg"", ""https://example.invalid/sample/14/12.jpg"", ""https://example.invalid/sample/14/13.jpg"", ""https://example.invalid/sample/14/14.jpg"", ""https://example.invalid/sample/14/15.jpg"", ""https://example.invalid/sample/14/16.jpg"", ""https://example.invalid/sample/14/17.jpg"", ""https://example.invalid/sample/14/18.jpg"", ""https://example.invalid/sample/14/19.jpg"", ""https://example.invalid/sample/14/20.jpg"", ""https://example.invalid/sample/14/21.jpg"", ""https://example.invalid/sample/14/22.jpg"", ""https://example.invalid/sample/14/23.jpg"", ""https://example.invalid/sample/14/24.jpg"", ""https://example.invalid/sample/14/25.jpg"", ""https://example.invalid/sample/14/26.jpg"", ""https://example.invalid/sample/14/27.jpg""]",28,Arganzuela,24.17,4
https://www.idealista.com/inmueble/900000015/,2336.0,Sample listing #16,93,3.0,2.0,planta 1ª,False,False,False,False,True,False,True,True,"Conde Orgaz-Piovera, Madrid","Vivienda completamente amueblada en zona prime, ideal para profesionales. Calefacción central y aire acondicionado.","[""https://example.invalid/sample/15/0.jpg"", ""https://example.invalid/sample/15/1.jpg"", ""https://example.invalid/sample/15/2.jpg"", ""https://example.invalid/sample/15/3.jpg"", ""https://example.invalid/sample/15/4.jpg"", ""https://example.invalid/sample/15/5.jpg"", ""https://example.invalid/sample/15/6.jpg"", ""https://example.invalid/sample/15/7.jpg"", ""https://example.invalid/sample/15/8.jpg"", ""https://example.invalid/sample/15/9.jpg"", ""https://example.invalid/sample/15/10.jpg"", ""https://example.invalid/sample/15/11.jpg"", ""https://example.invalid/sample/15/12.jpg"", ""https://example.invalid/sample/15/13.jpg"", ""https://example.invalid/sample/15/14.jpg"", ""https://example.invalid/sample/15/15.jpg"", ""https://example.invalid/sample/15/16.jpg"", ""https://example.invalid/sample/15/17.jpg"", ""https://example.invalid/sample/15/18.jpg"", ""https://example.invalid/sample/15/19.jpg"", ""https://example.invalid/sample/15/20.jpg"", ""https://example.invalid/sample/15/21.jpg"", ""https://example.invalid/sample/15/22.jpg"", ""https://example.invalid/sample/15/23.jpg"", ""https://example.invalid/sample/15/24.jpg"", ""https://example.invalid/sample/15/25.jpg""]",26,Norte,25.12,1
https://www.idealista.com/inmueble/900000016/,1346.0,Sample listing #17,20,1.0,1.0,planta 6ª,True,True,False,False,False,True,True,True,"Almagro, Madrid","Dúplex luminoso con tres dormitorios, dos baños y aseo de cortesía. Zona tranquila y bien comunicada.","[""https://example.invalid/sample/16/0.jpg"", ""https://example.invalid/sample/16/1.jpg"", ""https://example.invalid/sample/16/2.jpg"", ""https://example.invalid/sample/16/3.jpg"", ""https://example.invalid/sample/16/4.jpg"", ""https://example.invalid/sample/16/5.jpg"", ""https://example.invalid/sample/16/6.jpg"", ""https://example.invalid/sample/16/7.jpg"", ""https://example.invalid/sample/16/8.jpg"", ""https://example.invalid/sample/16/9.jpg"", ""https://example.invalid/sample/16/10.jpg"", ""https://example.invalid/sample/16/11.jpg"", ""https://example.invalid/sample/16/12.jpg"", ""https://example.invalid/sample/16/13.jpg"", ""https://example.invalid/sample/16/14.jpg"", ""https://example.invalid/sample/16/15.jpg"", ""https://example.invalid/sample/16/16.jpg"", ""https://example.invalid/sample/16/17.jpg"", ""https://example.invalid/sample/16/18.jpg"", ""https://example.invalid/sample/16/19.jpg"", ""https://example.invalid/sample/16/20.jpg"", ""https://example.invalid/sample/16/21.jpg"", ""https://example.invalid/sample/16/22.jpg"", ""https://example.invalid/sample/16/23.jpg""]",24,Chamberí,67.3,6
https://www.idealista.com/inmueble/900000017/,4882.0,Sample listing #18,186,5.0,3.0,planta 1ª,True,True,False,True,True,True,True,True,"Acacias, Madrid","Ático con terraza panorámica, dos dormitorios, dos baños. Plaza de garaje y trastero incluidos.","[""https://example.invalid/sample/17/0.jpg"", ""https://example.invalid/sample/17/1.jpg"", ""https://example.invalid/sample/17/2.jpg"", ""https://example.invalid/sample/17/3.jpg"", ""https://example.invalid/sample/17/4.jpg"", ""https://example.invalid/sample/17/5.jpg"", ""https://example.invalid/sample/17/6.jpg"", ""https://example.invalid/sample/17/7.jpg"", ""https://example.invalid/sample/17/8.jpg""]",9,Arganzuela,26.25,1
https://www.idealista.com/inmueble/900000018/,2267.0,Sample listing #19,65,2.0,2.0,planta 2ª,True,False,False,True,True,True,True,False,"Castellana, Madrid","Dúplex luminoso con tres dormitorios, dos baños y aseo de cortesía. Zona tranquila y bien comunicada.","[""https://example.invalid/sample/18/0.jpg"", ""https://example.invalid/sample/18/1.jpg"", ""https://example.invalid/sample/18/2.jpg"", ""https://example.invalid/sample/18/3.jpg"", ""https://example.invalid/sample/18/4.jpg"", ""https://example.invalid/sample/18/5.jpg"", ""https://example.invalid/sample/18/6.jpg"", ""https://example.invalid/sample/18/7.jpg"", ""https://example.invalid/sample/18/8.jpg"", ""https://example.invalid/sample/18/9.jpg"", ""https://example.invalid/sample/18/10.jpg"", ""https://example.invalid/sample/18/11.jpg"", ""https://example.invalid/sample/18/12.jpg"", ""https://example.invalid/sample/18/13.jpg"", ""https://example.invalid/sample/18/14.jpg"", ""https://example.invalid/sample/18/15.jpg"", ""https://example.invalid/sample/18/16.jpg""]",17,Salamanca-Retiro,34.88,2
https://www.idealista.com/inmueble/900000019/,1188.0,Sample listing #20,46,2.0,2.0,planta 6ª,False,False,False,False,True,True,False,True,"Trafalgar, Madrid","Piso clásico en finca señorial, techos altos, suelos de tarima. Necesita pequeñas actualizaciones.","[""https://example.invalid/sample/19/0.jpg"", ""https://example.invalid/sample/19/1.jpg"", ""https://example.invalid/sample/19/2.jpg"", ""https://example.invalid/sample/19/3.jpg"", ""https://example.invalid/sample/19/4.jpg"", ""https://example.invalid/sample/19/5.jpg"", ""https://example.invalid/sample/19/6.jpg"", ""https://example.invalid/sample/19/7.jpg"", ""https://example.invalid/sample/19/8.jpg"", ""https://example.invalid/sample/19/9.jpg"", ""https://example.invalid/sample/19/10.jpg"", ""https://example.invalid/sample/19/11.jpg"", ""https://example.invalid/sample/19/12.jpg"", ""https://example.invalid/sample/19/13.jpg"", ""https://example.invalid/sample/19/14.jpg"", ""https://example.invalid/sample/19/15.jpg"", ""https://example.invalid/sample/19/16.jpg"", ""https://example.invalid/sample/19/17.jpg"", ""https://example.invalid/sample/19/18.jpg""]",19,Chamberí,25.83,6
https://www.idealista.com/inmueble/900000020/,3597.0,Sample listing #21,136,3.0,2.0,planta 4ª,True,True,False,True,True,True,False,False,"Almagro, Madrid","Apartamento moderno con terraza, vistas despejadas y excelente iluminación natural. Edificio con ascensor.","[""https://example.invalid/sample/20/0.jpg"", ""https://example.invalid/sample/20/1.jpg"", ""https://example.invalid/sample/20/2.jpg"", ""https://example.invalid/sample/20/3.jpg"", ""https://example.invalid/sample/20/4.jpg"", ""https://example.invalid/sample/20/5.jpg"", ""https://example.invalid/sample/20/6.jpg"", ""https://example.invalid/sample/20/7.jpg"", ""https://example.invalid/sample/20/8.jpg"", ""https://example.invalid/sample/20/9.jpg"", ""https://example.invalid/sample/20/10.jpg"", ""https://example.invalid/sample/20/11.jpg"", ""https://example.invalid/sample/20/12.jpg"", ""https://example.invalid/sample/20/13.jpg"", ""https://example.invalid/sample/20/14.jpg"", ""https://example.invalid/sample/20/15.jpg"", ""https://example.invalid/sample/20/16.jpg"", ""https://example.invalid/sample/20/17.jpg"", ""https://example.invalid/sample/20/18.jpg"", ""https://example.invalid/sample/20/19.jpg"", ""https://example.invalid/sample/20/20.jpg"", ""https://example.invalid/sample/20/21.jpg"", ""https://example.invalid/sample/20/22.jpg""]",23,Chamberí,26.45,4
https://www.idealista.com/inmueble/900000021/,4017.0,Sample listing #22,130,5.0,3.0,planta 2ª,False,False,False,True,True,True,False,True,"Castellana, Madrid","Ático con terraza panorámica, dos dormitorios, dos baños. Plaza de garaje y trastero incluidos.","[""https://example.invalid/sample/21/0.jpg"", ""https://example.invalid/sample/21/1.jpg"", ""https://example.invalid/sample/21/2.jpg"", ""https://example.invalid/sample/21/3.jpg"", ""https://example.invalid/sample/21/4.jpg"", ""https://example.invalid/sample/21/5.jpg"", ""https://example.invalid/sample/21/6.jpg"", ""https://example.invalid/sample/21/7.jpg"", ""https://example.invalid/sample/21/8.jpg"", ""https://example.invalid/sample/21/9.jpg"", ""https://example.invalid/sample/21/10.jpg"", ""https://example.invalid/sample/21/11.jpg"", ""https://example.invalid/sample/21/12.jpg"", ""https://example.invalid/sample/21/13.jpg"", ""https://example.invalid/sample/21/14.jpg"", ""https://example.invalid/sample/21/15.jpg"", ""https://example.invalid/sample/21/16.jpg"", ""https://example.invalid/sample/21/17.jpg"", ""https://example.invalid/sample/21/18.jpg"", ""https://example.invalid/sample/21/19.jpg"", ""https://example.invalid/sample/21/20.jpg"", ""https://example.invalid/sample/21/21.jpg"", ""https://example.invalid/sample/21/22.jpg""]",23,Salamanca-Retiro,30.9,2
https://www.idealista.com/inmueble/900000022/,2205.0,Sample listing #23,87,4.0,3.0,planta 4ª,False,True,False,False,True,False,False,False,"Las Tablas, Madrid","Piso reformado y luminoso en el centro de Madrid. Cocina equipada, salón amplio, dormitorio con armario empotrado.","[""https://example.invalid/sample/22/0.jpg"", ""https://example.invalid/sample/22/1.jpg"", ""https://example.invalid/sample/22/2.jpg"", ""https://example.invalid/sample/22/3.jpg"", ""https://example.invalid/sample/22/4.jpg"", ""https://example.invalid/sample/22/5.jpg"", ""https://example.invalid/sample/22/6.jpg"", ""https://example.invalid/sample/22/7.jpg"", ""https://example.invalid/sample/22/8.jpg"", ""https://example.invalid/sample/22/9.jpg"", ""https://example.invalid/sample/22/10.jpg"", ""https://example.invalid/sample/22/11.jpg"", ""https://example.invalid/sample/22/12.jpg""]",13,Periferia Norte,25.34,4
https://www.idealista.com/inmueble/900000023/,598.0,Sample listing #24,61,2.0,2.0,planta 3ª,True,False,False,True,True,False,True,True,"Vicálvaro, Madrid","Piso clásico en finca señorial, techos altos, suelos de tarima. Necesita pequeñas actualizaciones.","[""https://example.invalid/sample/23/0.jpg"", ""https://example.invalid/sample/23/1.jpg"", ""https://example.invalid/sample/23/2.jpg"", ""https://example.invalid/sample/23/3.jpg"", ""https://example.invalid/sample/23/4.jpg"", ""https://example.invalid/sample/23/5.jpg"", ""https://example.invalid/sample/23/6.jpg"", ""https://example.invalid/sample/23/7.jpg"", ""https://example.invalid/sample/23/8.jpg""]",9,Sur-Sureste,9.8,3
https://www.idealista.com/inmueble/900000024/,2799.0,Sample listing #25,114,3.0,2.0,planta 2ª,False,True,False,True,True,True,False,False,"Hispanoamérica, Madrid","Piso clásico en finca señorial, techos altos, suelos de tarima. Necesita pequeñas actualizaciones.","[""https://example.invalid/sample/24/0.jpg"", ""https://example.invalid/sample/24/1.jpg"", ""https://example.invalid/sample/24/2.jpg"", ""https://example.invalid/sample/24/3.jpg"", ""https://example.invalid/sample/24/4.jpg"", ""https://example.invalid/sample/24/5.jpg"", ""https://example.invalid/sample/24/6.jpg"", ""https://example.invalid/sample/24/7.jpg"", ""https://example.invalid/sample/24/8.jpg"", ""https://example.invalid/sample/24/9.jpg"", ""https://example.invalid/sample/24/10.jpg"", ""https://example.invalid/sample/24/11.jpg"", ""https://example.invalid/sample/24/12.jpg"", ""https://example.invalid/sample/24/13.jpg"", ""https://example.invalid/sample/24/14.jpg"", ""https://example.invalid/sample/24/15.jpg""]",16,Norte,24.55,2
